,PDB ID,Datablock Name,Chain ID,Ligand ID,Ligand Name,Ligand SMILES
3500,3ZWS,3ZWS,A,AVQ,"2-[(2,5-DICHLOROBENZYL)SULFANYL]-5-METHYL[1,2,4]TRIAZOLO[1,5-A]PYRIMIDIN-7-OL",Cc1cc(n2c(n1)nc(n2)SCc3cc(ccc3Cl)Cl)O
3501,3ZWS,3ZWS,A,CL,CHLORIDE ION,[Cl-]
3502,3ZWS,3ZWS,A,FMN,FLAVIN MONONUCLEOTIDE,Cc1cc2c(cc1C)N(C3=NC(=O)NC(=O)C3=N2)C[C@@H]([C@@H]([C@@H](COP(=O)(O)O)O)O)O
3503,3ZWS,3ZWS,A,ORO,OROTIC ACID,C1=C(NC(=O)NC1=O)C(=O)O
3504,3ZWS,3ZWS,A,SO4,SULFATE ION,[O-]S(=O)(=O)[O-]
3505,3ZWT,3ZWT,A,ACT,ACETATE ION,CC(=O)[O-]
3506,3ZWT,3ZWT,A,CL,CHLORIDE ION,[Cl-]
3507,3ZWT,3ZWT,A,FMN,FLAVIN MONONUCLEOTIDE,Cc1cc2c(cc1C)N(C3=NC(=O)NC(=O)C3=N2)C[C@@H]([C@@H]([C@@H](COP(=O)(O)O)O)O)O
3508,3ZWT,3ZWT,A,KFZ,"2-{[(2,5-DICHLOROPHENYL)METHYL]SULFANYL}-5-ETHYL-[1,2,4]TRIAZOLO[1,5-A]PYRIMIDIN-7-OL",CCc1cc(n2c(n1)nc(n2)SCc3cc(ccc3Cl)Cl)O
3509,3ZWT,3ZWT,A,ORO,OROTIC ACID,C1=C(NC(=O)NC1=O)C(=O)O
3510,3ZWT,3ZWT,A,SO4,SULFATE ION,[O-]S(=O)(=O)[O-]
3511,4A3U,4A3U,A,K,POTASSIUM ION,[K+]
3512,4A3U,4A3U,A,,SODIUM ION,[Na+]
3513,4A3U,4A3U,A,NCA,NICOTINAMIDE,c1cc(cnc1)C(=O)N
3514,4A3U,4A3U,B,ACT,ACETATE ION,CC(=O)[O-]
3515,4A3U,4A3U,B,FMN,FLAVIN MONONUCLEOTIDE,Cc1cc2c(cc1C)N(C3=NC(=O)NC(=O)C3=N2)C[C@@H]([C@@H]([C@@H](COP(=O)(O)O)O)O)O
3516,4A3U,4A3U,B,K,POTASSIUM ION,[K+]
3517,4A3U,4A3U,A,ACT,ACETATE ION,CC(=O)[O-]
3518,4A3U,4A3U,B,,SODIUM ION,[Na+]
3519,4A3U,4A3U,A,FMN,FLAVIN MONONUCLEOTIDE,Cc1cc2c(cc1C)N(C3=NC(=O)NC(=O)C3=N2)C[C@@H]([C@@H]([C@@H](COP(=O)(O)O)O)O)O
3520,4A3U,4A3U,B,NCA,NICOTINAMIDE,c1cc(cnc1)C(=O)N
3521,4AB4,4AB4,A,FMN,FLAVIN MONONUCLEOTIDE,Cc1cc2c(cc1C)N(C3=NC(=O)NC(=O)C3=N2)C[C@@H]([C@@H]([C@@H](COP(=O)(O)O)O)O)O
3522,4AB4,4AB4,A,GOL,GLYCEROL,C(C(CO)O)O
3523,4AB4,4AB4,A,SO4,SULFATE ION,[O-]S(=O)(=O)[O-]
3524,4AB4,4AB4,A,TNL,"2,4,6-TRINITROTOLUENE",Cc1c(cc(cc1[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-]
3525,4AB4,4AB4,B,EDO,"1,2-ETHANEDIOL",C(CO)O
3526,4AB4,4AB4,B,FMN,FLAVIN MONONUCLEOTIDE,Cc1cc2c(cc1C)N(C3=NC(=O)NC(=O)C3=N2)C[C@@H]([C@@H]([C@@H](COP(=O)(O)O)O)O)O
3527,4AB4,4AB4,B,SO4,SULFATE ION,[O-]S(=O)(=O)[O-]
3528,4AB4,4AB4,B,TNL,"2,4,6-TRINITROTOLUENE",Cc1c(cc(cc1[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-]
3529,4AEO,4AEO,A,FMN,FLAVIN MONONUCLEOTIDE,Cc1cc2c(cc1C)N(C3=NC(=O)NC(=O)C3=N2)C[C@@H]([C@@H]([C@@H](COP(=O)(O)O)O)O)O
3530,4AEO,4AEO,A,GOL,GLYCEROL,C(C(CO)O)O
3531,4AEO,4AEO,A,SO4,SULFATE ION,[O-]S(=O)(=O)[O-]
3532,4AEO,4AEO,A,TNL,"2,4,6-TRINITROTOLUENE",Cc1c(cc(cc1[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-]
3533,4AEO,4AEO,B,FMN,FLAVIN MONONUCLEOTIDE,Cc1cc2c(cc1C)N(C3=NC(=O)NC(=O)C3=N2)C[C@@H]([C@@H]([C@@H](COP(=O)(O)O)O)O)O
3534,4AEO,4AEO,B,SO4,SULFATE ION,[O-]S(=O)(=O)[O-]
3535,4AEO,4AEO,B,TNL,"2,4,6-TRINITROTOLUENE",Cc1c(cc(cc1[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-]
3536,4AWS,4AWS,A,BOG,B-OCTYLGLUCOSIDE,CCCCCCCCO[C@H]1[C@@H]([C@H]([C@@H]([C@H](O1)CO)O)O)O
3537,4AWS,4AWS,A,FMN,FLAVIN MONONUCLEOTIDE,Cc1cc2c(cc1C)N(C3=NC(=O)NC(=O)C3=N2)C[C@@H]([C@@H]([C@@H](COP(=O)(O)O)O)O)O
3538,4AWS,4AWS,A,PE4,2-{2-[2-(2-{2-[2-(2-ETHOXY-ETHOXY)-ETHOXY]-ETHOXY}-ETHOXY)-ETHOXY]-ETHOXY}-ETHANOL,CCOCCOCCOCCOCCOCCOCCOCCO
3539,4AWS,4AWS,A,SL5,"(2S,4S,5R)-2-[(2-HYDROXYETHOXY)METHYL]-5-METHYL-1,3-OXAZOLIDINE-4-CARBOXYLIC ACID",C[C@@H]1[C@H](N[C@@H](O1)COCCO)C(=O)O
3540,4AWS,4AWS,A,SO4,SULFATE ION,[O-]S(=O)(=O)[O-]
3541,4AWS,4AWS,A,01F,ETHYL HYDROGEN CARBONATE,CCOC(=O)O
3542,4AWT,4AWT,A,PE4,2-{2-[2-(2-{2-[2-(2-ETHOXY-ETHOXY)-ETHOXY]-ETHOXY}-ETHOXY)-ETHOXY]-ETHOXY}-ETHANOL,CCOCCOCCOCCOCCOCCOCCOCCO
3543,4AWT,4AWT,A,SL5,"(2S,4S,5R)-2-[(2-HYDROXYETHOXY)METHYL]-5-METHYL-1,3-OXAZOLIDINE-4-CARBOXYLIC ACID",C[C@@H]1[C@H](N[C@@H](O1)COCCO)C(=O)O
3544,4AWT,4AWT,A,SO4,SULFATE ION,[O-]S(=O)(=O)[O-]
3545,4AWT,4AWT,A,01F,ETHYL HYDROGEN CARBONATE,CCOC(=O)O
3546,4AWT,4AWT,A,BOG,B-OCTYLGLUCOSIDE,CCCCCCCCO[C@H]1[C@@H]([C@H]([C@@H]([C@H](O1)CO)O)O)O
3547,4AWT,4AWT,A,FMN,FLAVIN MONONUCLEOTIDE,Cc1cc2c(cc1C)N(C3=NC(=O)NC(=O)C3=N2)C[C@@H]([C@@H]([C@@H](COP(=O)(O)O)O)O)O
3548,4AWU,4AWU,A,4CH,4-CHLOROPHENOL,c1cc(ccc1O)Cl
3549,4AWU,4AWU,A,FMN,FLAVIN MONONUCLEOTIDE,Cc1cc2c(cc1C)N(C3=NC(=O)NC(=O)C3=N2)C[C@@H]([C@@H]([C@@H](COP(=O)(O)O)O)O)O
3550,4AWU,4AWU,A,PE4,2-{2-[2-(2-{2-[2-(2-ETHOXY-ETHOXY)-ETHOXY]-ETHOXY}-ETHOXY)-ETHOXY]-ETHOXY}-ETHANOL,CCOCCOCCOCCOCCOCCOCCOCCO
3551,4AWU,4AWU,A,SO4,SULFATE ION,[O-]S(=O)(=O)[O-]
3552,4B5N,4B5N,A,FMN,FLAVIN MONONUCLEOTIDE,Cc1cc2c(cc1C)N(C3=NC(=O)NC(=O)C3=N2)C[C@@H]([C@@H]([C@@H](COP(=O)(O)O)O)O)O
3553,4B5N,4B5N,A,8K6,OCTADECANE,CCCCCCCCCCCCCCCCCC
3554,4BF9,4BF9,A,FMN,FLAVIN MONONUCLEOTIDE,Cc1cc2c(cc1C)N(C3=NC(=O)NC(=O)C3=N2)C[C@@H]([C@@H]([C@@H](COP(=O)(O)O)O)O)O
3555,4BF9,4BF9,A,MSE,SELENOMETHIONINE,C[Se]CC[C@@H](C(=O)O)N
3556,4BFA,4BFA,B,NO3,NITRATE ION,[N+](=O)([O-])[O-]
3557,4BFA,4BFA,A,EDO,"1,2-ETHANEDIOL",C(CO)O
3558,4BFA,4BFA,A,FMN,FLAVIN MONONUCLEOTIDE,Cc1cc2c(cc1C)N(C3=NC(=O)NC(=O)C3=N2)C[C@@H]([C@@H]([C@@H](COP(=O)(O)O)O)O)O
3559,4BFA,4BFA,A,NO3,NITRATE ION,[N+](=O)([O-])[O-]
3560,4BFA,4BFA,B,EDO,"1,2-ETHANEDIOL",C(CO)O
3561,4BFA,4BFA,B,FMN,FLAVIN MONONUCLEOTIDE,Cc1cc2c(cc1C)N(C3=NC(=O)NC(=O)C3=N2)C[C@@H]([C@@H]([C@@H](COP(=O)(O)O)O)O)O
3562,4BMO,4BMO,A,CL,CHLORIDE ION,[Cl-]
3563,4BMO,4BMO,A,FE2,FE (II) ION,[Fe+2]
3564,4BMO,4BMO,B,FMN,FLAVIN MONONUCLEOTIDE,Cc1cc2c(cc1C)N(C3=NC(=O)NC(=O)C3=N2)C[C@@H]([C@@H]([C@@H](COP(=O)(O)O)O)O)O
3565,4BMP,4BMP,A,CL,CHLORIDE ION,[Cl-]
3566,4BMP,4BMP,A,FE2,FE (II) ION,[Fe+2]
3567,4BMP,4BMP,B,FMN,FLAVIN MONONUCLEOTIDE,Cc1cc2c(cc1C)N(C3=NC(=O)NC(=O)C3=N2)C[C@@H]([C@@H]([C@@H](COP(=O)(O)O)O)O)O
3568,4BN6,4BN6,A,FMN,FLAVIN MONONUCLEOTIDE,Cc1cc2c(cc1C)N(C3=NC(=O)NC(=O)C3=N2)C[C@@H]([C@@H]([C@@H](COP(=O)(O)O)O)O)O
3569,4BN6,4BN6,A,CLM,CHLORAMPHENICOL,c1cc(ccc1[C@H]([C@@H](CO)NC(=O)C(Cl)Cl)O)[N+](=O)[O-]
3570,4BN7,4BN7,A,FMN,FLAVIN MONONUCLEOTIDE,Cc1cc2c(cc1C)N(C3=NC(=O)NC(=O)C3=N2)C[C@@H]([C@@H]([C@@H](COP(=O)(O)O)O)O)O
3571,4BN7,4BN7,A,RLM,"2,6-BIS(CHLORANYL)-4-[(4-HYDROXYPHENYL)AMINO]PHENOL",c1cc(ccc1Nc2cc(c(c(c2)Cl)O)Cl)O
3572,4BN8,4BN8,A,FMN,FLAVIN MONONUCLEOTIDE,Cc1cc2c(cc1C)N(C3=NC(=O)NC(=O)C3=N2)C[C@@H]([C@@H]([C@@H](COP(=O)(O)O)O)O)O
3573,4BN8,4BN8,A,NPO,P-NITROPHENOL,c1cc(ccc1[N+](=O)[O-])O
3574,4BN9,4BN9,A,FMN,FLAVIN MONONUCLEOTIDE,Cc1cc2c(cc1C)N(C3=NC(=O)NC(=O)C3=N2)C[C@@H]([C@@H]([C@@H](COP(=O)(O)O)O)O)O
3575,4BN9,4BN9,A,NIO,NICOTINIC ACID,c1cc(cnc1)C(=O)O
3576,4BNB,4BNB,A,YHX,4-NITROQUINOLINE 1-OXIDE,c1ccc2c(c1)c(cc[n+]2[O-])[N+](=O)[O-]
3577,4BNB,4BNB,A,FMN,FLAVIN MONONUCLEOTIDE,Cc1cc2c(cc1C)N(C3=NC(=O)NC(=O)C3=N2)C[C@@H]([C@@H]([C@@H](COP(=O)(O)O)O)O)O
3578,4C0W,4C0W,A,12P,DODECAETHYLENE GLYCOL,C(COCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO)O
3579,4C0W,4C0W,A,FMN,FLAVIN MONONUCLEOTIDE,Cc1cc2c(cc1C)N(C3=NC(=O)NC(=O)C3=N2)C[C@@H]([C@@H]([C@@H](COP(=O)(O)O)O)O)O
3580,4C0X,4C0X,A,AQN,"9,10-DIOXO-9,10-DIHYDROANTHRACENE-2-SULFONIC ACID",c1ccc2c(c1)C(=O)c3ccc(cc3C2=O)S(=O)(=O)O
3581,4C0X,4C0X,A,FMN,FLAVIN MONONUCLEOTIDE,Cc1cc2c(cc1C)N(C3=NC(=O)NC(=O)C3=N2)C[C@@H]([C@@H]([C@@H](COP(=O)(O)O)O)O)O
3582,4C0X,4C0X,A,GOL,GLYCEROL,C(C(CO)O)O
3583,4C0X,4C0X,A,PG4,TETRAETHYLENE GLYCOL,C(COCCOCCOCCO)O
3584,4CQ8,4CQ8,A,JBW,5-(4-CYANO-2-METHYL-1H-BENZIMIDAZOL-1-YL)-N-CYCLOPROPYLTHIOPHENE-2-CARBOXAMIDE,Cc1nc2c(cccc2n1c3ccc(s3)C(=O)NC4CC4)C#N
3585,4CQ8,4CQ8,A,ORO,OROTIC ACID,C1=C(NC(=O)NC1=O)C(=O)O
3586,4CQ8,4CQ8,B,FMN,FLAVIN MONONUCLEOTIDE,Cc1cc2c(cc1C)N(C3=NC(=O)NC(=O)C3=N2)C[C@@H]([C@@H]([C@@H](COP(=O)(O)O)O)O)O
3587,4CQ8,4CQ8,B,JBW,5-(4-CYANO-2-METHYL-1H-BENZIMIDAZOL-1-YL)-N-CYCLOPROPYLTHIOPHENE-2-CARBOXAMIDE,Cc1nc2c(cccc2n1c3ccc(s3)C(=O)NC4CC4)C#N
3588,4CQ8,4CQ8,B,ORO,OROTIC ACID,C1=C(NC(=O)NC1=O)C(=O)O
3589,4CQ8,4CQ8,A,FMN,FLAVIN MONONUCLEOTIDE,Cc1cc2c(cc1C)N(C3=NC(=O)NC(=O)C3=N2)C[C@@H]([C@@H]([C@@H](COP(=O)(O)O)O)O)O
3590,4CQ9,4CQ9,B,FMN,FLAVIN MONONUCLEOTIDE,Cc1cc2c(cc1C)N(C3=NC(=O)NC(=O)C3=N2)C[C@@H]([C@@H]([C@@H](COP(=O)(O)O)O)O)O
3591,4CQ9,4CQ9,B,ORO,OROTIC ACID,C1=C(NC(=O)NC1=O)C(=O)O
3592,4CQ9,4CQ9,B,XBL,"6-(3,4-DIHYDROISOQUINOLIN-2(1H)-YL)-3-METHYL-[1,2,4]TRIAZOLO[3,4-A]PHTHALAZINE",Cc1nnc2n1nc(c3c2cccc3)N4CCc5ccccc5C4
3593,4CQ9,4CQ9,A,FMN,FLAVIN MONONUCLEOTIDE,Cc1cc2c(cc1C)N(C3=NC(=O)NC(=O)C3=N2)C[C@@H]([C@@H]([C@@H](COP(=O)(O)O)O)O)O
3594,4CQ9,4CQ9,A,ORO,OROTIC ACID,C1=C(NC(=O)NC1=O)C(=O)O
3595,4CQ9,4CQ9,A,XBL,"6-(3,4-DIHYDROISOQUINOLIN-2(1H)-YL)-3-METHYL-[1,2,4]TRIAZOLO[3,4-A]PHTHALAZINE",Cc1nnc2n1nc(c3c2cccc3)N4CCc5ccccc5C4
3596,4CQA,4CQA,B,ORO,OROTIC ACID,C1=C(NC(=O)NC1=O)C(=O)O
3597,4CQA,4CQA,A,FMN,FLAVIN MONONUCLEOTIDE,Cc1cc2c(cc1C)N(C3=NC(=O)NC(=O)C3=N2)C[C@@H]([C@@H]([C@@H](COP(=O)(O)O)O)O)O
3598,4CQA,4CQA,A,ID6,"2-(4-CHLOROBENZYL)-8-ETHOXY-1,3-DIMETHYLCYCLOHEPTA[C]PYRROL-4(2H)-ONE",CCOC1=CC=CC(=O)c2c1c(n(c2C)Cc3ccc(cc3)Cl)C
3599,4CQA,4CQA,A,ORO,OROTIC ACID,C1=C(NC(=O)NC1=O)C(=O)O
3600,4CQA,4CQA,B,FMN,FLAVIN MONONUCLEOTIDE,Cc1cc2c(cc1C)N(C3=NC(=O)NC(=O)C3=N2)C[C@@H]([C@@H]([C@@H](COP(=O)(O)O)O)O)O
3601,4CQA,4CQA,B,ID6,"2-(4-CHLOROBENZYL)-8-ETHOXY-1,3-DIMETHYLCYCLOHEPTA[C]PYRROL-4(2H)-ONE",CCOC1=CC=CC(=O)c2c1c(n(c2C)Cc3ccc(cc3)Cl)C
3602,4CW5,4CW5,A,FMN,FLAVIN MONONUCLEOTIDE,Cc1cc2c(cc1C)N(C3=NC(=O)NC(=O)C3=N2)C[C@@H]([C@@H]([C@@H](COP(=O)(O)O)O)O)O
3603,4CW5,4CW5,A,MSE,SELENOMETHIONINE,C[Se]CC[C@@H](C(=O)O)N
3604,4CW5,4CW5,B,FMN,FLAVIN MONONUCLEOTIDE,Cc1cc2c(cc1C)N(C3=NC(=O)NC(=O)C3=N2)C[C@@H]([C@@H]([C@@H](COP(=O)(O)O)O)O)O
3605,4CW5,4CW5,B,MSE,SELENOMETHIONINE,C[Se]CC[C@@H](C(=O)O)N
3606,4D02,4D02,A,GOL,GLYCEROL,C(C(CO)O)O
3607,4D02,4D02,A,O,OXYGEN ATOM,O
3608,4D02,4D02,A,PO4,PHOSPHATE ION,[O-]P(=O)([O-])[O-]
3609,4D02,4D02,A,CL,CHLORIDE ION,[Cl-]
3610,4D02,4D02,A,FE,FE (III) ION,[Fe+3]
3611,4D02,4D02,A,FMN,FLAVIN MONONUCLEOTIDE,Cc1cc2c(cc1C)N(C3=NC(=O)NC(=O)C3=N2)C[C@@H]([C@@H]([C@@H](COP(=O)(O)O)O)O)O
3612,4DF2,4DF2,A,4CH,4-CHLOROPHENOL,c1cc(ccc1O)Cl
3613,4DF2,4DF2,A,FMN,FLAVIN MONONUCLEOTIDE,Cc1cc2c(cc1C)N(C3=NC(=O)NC(=O)C3=N2)C[C@@H]([C@@H]([C@@H](COP(=O)(O)O)O)O)O
3614,4DF2,4DF2,A,MLA,MALONIC ACID,C(C(=O)O)C(=O)O
3615,4DF2,4DF2,A,,SODIUM ION,[Na+]
3616,4DN2,4DN2,A,MSE,SELENOMETHIONINE,C[Se]CC[C@@H](C(=O)O)N
3617,4DN2,4DN2,B,FMN,FLAVIN MONONUCLEOTIDE,Cc1cc2c(cc1C)N(C3=NC(=O)NC(=O)C3=N2)C[C@@H]([C@@H]([C@@H](COP(=O)(O)O)O)O)O
3618,4DN2,4DN2,B,MSE,SELENOMETHIONINE,C[Se]CC[C@@H](C(=O)O)N
3619,4DN2,4DN2,A,FMN,FLAVIN MONONUCLEOTIDE,Cc1cc2c(cc1C)N(C3=NC(=O)NC(=O)C3=N2)C[C@@H]([C@@H]([C@@H](COP(=O)(O)O)O)O)O
3620,4DY4,4DY4,A,FMN,FLAVIN MONONUCLEOTIDE,Cc1cc2c(cc1C)N(C3=NC(=O)NC(=O)C3=N2)C[C@@H]([C@@H]([C@@H](COP(=O)(O)O)O)O)O
3621,4DY4,4DY4,A,PEG,DI(HYDROXYETHYL)ETHER,C(COCCO)O
3622,4DY4,4DY4,C,FMN,FLAVIN MONONUCLEOTIDE,Cc1cc2c(cc1C)N(C3=NC(=O)NC(=O)C3=N2)C[C@@H]([C@@H]([C@@H](COP(=O)(O)O)O)O)O
3623,4DY4,4DY4,C,PEG,DI(HYDROXYETHYL)ETHER,C(COCCO)O
3624,4E2B,4E2B,A,GOL,GLYCEROL,C(C(CO)O)O
3625,4E2B,4E2B,A,PEG,DI(HYDROXYETHYL)ETHER,C(COCCO)O
3626,4E2B,4E2B,A,FMN,FLAVIN MONONUCLEOTIDE,Cc1cc2c(cc1C)N(C3=NC(=O)NC(=O)C3=N2)C[C@@H]([C@@H]([C@@H](COP(=O)(O)O)O)O)O
3627,4E2D,4E2D,D,DMS,DIMETHYL SULFOXIDE,CS(=O)C
3628,4E2D,4E2D,D,FMN,FLAVIN MONONUCLEOTIDE,Cc1cc2c(cc1C)N(C3=NC(=O)NC(=O)C3=N2)C[C@@H]([C@@H]([C@@H](COP(=O)(O)O)O)O)O
3629,4E2D,4E2D,A,DMS,DIMETHYL SULFOXIDE,CS(=O)C
3630,4E2D,4E2D,A,FMN,FLAVIN MONONUCLEOTIDE,Cc1cc2c(cc1C)N(C3=NC(=O)NC(=O)C3=N2)C[C@@H]([C@@H]([C@@H](COP(=O)(O)O)O)O)O
3631,4E2D,4E2D,B,DMS,DIMETHYL SULFOXIDE,CS(=O)C
3632,4E2D,4E2D,B,FMN,FLAVIN MONONUCLEOTIDE,Cc1cc2c(cc1C)N(C3=NC(=O)NC(=O)C3=N2)C[C@@H]([C@@H]([C@@H](COP(=O)(O)O)O)O)O
3633,4E2D,4E2D,C,DMS,DIMETHYL SULFOXIDE,CS(=O)C
3634,4E2D,4E2D,C,FMN,FLAVIN MONONUCLEOTIDE,Cc1cc2c(cc1C)N(C3=NC(=O)NC(=O)C3=N2)C[C@@H]([C@@H]([C@@H](COP(=O)(O)O)O)O)O
3635,4EEP,4EEP,A,FMN,FLAVIN MONONUCLEOTIDE,Cc1cc2c(cc1C)N(C3=NC(=O)NC(=O)C3=N2)C[C@@H]([C@@H]([C@@H](COP(=O)(O)O)O)O)O
3636,4EER,4EER,A,FMN,FLAVIN MONONUCLEOTIDE,Cc1cc2c(cc1C)N(C3=NC(=O)NC(=O)C3=N2)C[C@@H]([C@@H]([C@@H](COP(=O)(O)O)O)O)O
3637,4EES,4EES,A,FMN,FLAVIN MONONUCLEOTIDE,Cc1cc2c(cc1C)N(C3=NC(=O)NC(=O)C3=N2)C[C@@H]([C@@H]([C@@H](COP(=O)(O)O)O)O)O
3638,4EET,4EET,B,FMN,FLAVIN MONONUCLEOTIDE,Cc1cc2c(cc1C)N(C3=NC(=O)NC(=O)C3=N2)C[C@@H]([C@@H]([C@@H](COP(=O)(O)O)O)O)O
3639,4EET,4EET,D,FMN,FLAVIN MONONUCLEOTIDE,Cc1cc2c(cc1C)N(C3=NC(=O)NC(=O)C3=N2)C[C@@H]([C@@H]([C@@H](COP(=O)(O)O)O)O)O
3640,4EEU,4EEU,A,FMN,FLAVIN MONONUCLEOTIDE,Cc1cc2c(cc1C)N(C3=NC(=O)NC(=O)C3=N2)C[C@@H]([C@@H]([C@@H](COP(=O)(O)O)O)O)O
3641,4EF8,4EF8,A,0FI,N-PHENYLTHIOFORMAMIDE,c1ccc(cc1)NC=S
3642,4EF8,4EF8,A,FMN,FLAVIN MONONUCLEOTIDE,Cc1cc2c(cc1C)N(C3=NC(=O)NC(=O)C3=N2)C[C@@H]([C@@H]([C@@H](COP(=O)(O)O)O)O)O
3643,4EF8,4EF8,A,GOL,GLYCEROL,C(C(CO)O)O
3644,4EF8,4EF8,A,SO4,SULFATE ION,[O-]S(=O)(=O)[O-]
3645,4EF8,4EF8,B,0FI,N-PHENYLTHIOFORMAMIDE,c1ccc(cc1)NC=S
3646,4EF8,4EF8,B,FMN,FLAVIN MONONUCLEOTIDE,Cc1cc2c(cc1C)N(C3=NC(=O)NC(=O)C3=N2)C[C@@H]([C@@H]([C@@H](COP(=O)(O)O)O)O)O
3647,4EF8,4EF8,B,GOL,GLYCEROL,C(C(CO)O)O
3648,4EF8,4EF8,B,SO4,SULFATE ION,[O-]S(=O)(=O)[O-]
3649,4EF9,4EF9,A,4NF,N-(4-NITROPHENYL)THIOFORMAMIDE,c1cc(ccc1NC=S)[N+](=O)[O-]
3650,4EF9,4EF9,A,FMN,FLAVIN MONONUCLEOTIDE,Cc1cc2c(cc1C)N(C3=NC(=O)NC(=O)C3=N2)C[C@@H]([C@@H]([C@@H](COP(=O)(O)O)O)O)O
3651,4EF9,4EF9,A,GOL,GLYCEROL,C(C(CO)O)O
3652,4EF9,4EF9,A,SO4,SULFATE ION,[O-]S(=O)(=O)[O-]
3653,4EF9,4EF9,B,4NF,N-(4-NITROPHENYL)THIOFORMAMIDE,c1cc(ccc1NC=S)[N+](=O)[O-]
3654,4EF9,4EF9,B,FMN,FLAVIN MONONUCLEOTIDE,Cc1cc2c(cc1C)N(C3=NC(=O)NC(=O)C3=N2)C[C@@H]([C@@H]([C@@H](COP(=O)(O)O)O)O)O
3655,4EF9,4EF9,B,GOL,GLYCEROL,C(C(CO)O)O
3656,4EF9,4EF9,B,SO4,SULFATE ION,[O-]S(=O)(=O)[O-]
3657,4EO3,4EO3,A,FMN,FLAVIN MONONUCLEOTIDE,Cc1cc2c(cc1C)N(C3=NC(=O)NC(=O)C3=N2)C[C@@H]([C@@H]([C@@H](COP(=O)(O)O)O)O)O
3658,4EO3,4EO3,A,MRD,"(4R)-2-METHYLPENTANE-2,4-DIOL",C[C@H](CC(C)(C)O)O
3659,4EO3,4EO3,A,SO4,SULFATE ION,[O-]S(=O)(=O)[O-]
3660,4EO3,4EO3,B,FMN,FLAVIN MONONUCLEOTIDE,Cc1cc2c(cc1C)N(C3=NC(=O)NC(=O)C3=N2)C[C@@H]([C@@H]([C@@H](COP(=O)(O)O)O)O)O
3661,4EO3,4EO3,B,SO4,SULFATE ION,[O-]S(=O)(=O)[O-]
3662,4ESE,4ESE,A,GOL,GLYCEROL,C(C(CO)O)O
3663,4ESE,4ESE,A,IMD,IMIDAZOLE,c1c[nH+]c[nH]1
3664,4ESE,4ESE,A,12P,DODECAETHYLENE GLYCOL,C(COCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO)O
3665,4ESE,4ESE,A,FMN,FLAVIN MONONUCLEOTIDE,Cc1cc2c(cc1C)N(C3=NC(=O)NC(=O)C3=N2)C[C@@H]([C@@H]([C@@H](COP(=O)(O)O)O)O)O
3666,4FX2,4FX2,A,FMN,FLAVIN MONONUCLEOTIDE,Cc1cc2c(cc1C)N(C3=NC(=O)NC(=O)C3=N2)C[C@@H]([C@@H]([C@@H](COP(=O)(O)O)O)O)O
3667,4G8S,4G8S,A,FMN,FLAVIN MONONUCLEOTIDE,Cc1cc2c(cc1C)N(C3=NC(=O)NC(=O)C3=N2)C[C@@H]([C@@H]([C@@H](COP(=O)(O)O)O)O)O
3668,4G8S,4G8S,A,MSE,SELENOMETHIONINE,C[Se]CC[C@@H](C(=O)O)N
3669,4G8S,4G8S,B,FMN,FLAVIN MONONUCLEOTIDE,Cc1cc2c(cc1C)N(C3=NC(=O)NC(=O)C3=N2)C[C@@H]([C@@H]([C@@H](COP(=O)(O)O)O)O)O
3670,4G8S,4G8S,B,GOL,GLYCEROL,C(C(CO)O)O
3671,4G8S,4G8S,B,MSE,SELENOMETHIONINE,C[Se]CC[C@@H](C(=O)O)N
3672,4GBU,4GBU,A,0WV,2-METHYL-5-(PROP-1-EN-2-YL)PHENOL,Cc1ccc(cc1O)C(=C)C
3673,4GBU,4GBU,A,1PE,PENTAETHYLENE GLYCOL,C(COCCOCCOCCOCCO)O
3674,4GBU,4GBU,A,CL,CHLORIDE ION,[Cl-]
3675,4GBU,4GBU,A,FMN,FLAVIN MONONUCLEOTIDE,Cc1cc2c(cc1C)N(C3=NC(=O)NC(=O)C3=N2)C[C@@H]([C@@H]([C@@H](COP(=O)(O)O)O)O)O
3676,4GBU,4GBU,A,MG,MAGNESIUM ION,[Mg+2]
3677,4GBU,4GBU,A,,SODIUM ION,[Na+]
3678,4GCZ,4GCZ,A,MSE,SELENOMETHIONINE,C[Se]CC[C@@H](C(=O)O)N
3679,4GCZ,4GCZ,A,SO4,SULFATE ION,[O-]S(=O)(=O)[O-]
3680,4GCZ,4GCZ,B,FMN,FLAVIN MONONUCLEOTIDE,Cc1cc2c(cc1C)N(C3=NC(=O)NC(=O)C3=N2)C[C@@H]([C@@H]([C@@H](COP(=O)(O)O)O)O)O
3681,4GCZ,4GCZ,B,MSE,SELENOMETHIONINE,C[Se]CC[C@@H](C(=O)O)N
3682,4GCZ,4GCZ,B,SO4,SULFATE ION,[O-]S(=O)(=O)[O-]
3683,4GCZ,4GCZ,A,ADP,ADENOSINE-5'-DIPHOSPHATE,c1nc(c2c(n1)n(cn2)[C@H]3[C@@H]([C@@H]([C@H](O3)CO[P@](=O)(O)OP(=O)(O)O)O)O)N
