,PDB ID,Datablock Name,Chain ID,Ligand ID,Ligand Name,Ligand SMILES
0,1AG9,1AG9,A,FMN,FLAVIN MONONUCLEOTIDE,Cc1cc2c(cc1C)N(C3=NC(=O)NC(=O)C3=N2)C[C@@H]([C@@H]([C@@H](COP(=O)(O)O)O)O)O
1,1AG9,1AG9,A,,SODIUM ION,[Na+]
2,1AG9,1AG9,B,BTB,"2-[BIS-(2-HYDROXY-ETHYL)-AMINO]-2-HYDROXYMETHYL-PROPANE-1,3-DIOL",C(CO)N(CCO)C(CO)(CO)CO
3,1AG9,1AG9,B,CA,CALCIUM ION,[Ca+2]
4,1AG9,1AG9,B,CL,CHLORIDE ION,[Cl-]
5,1AG9,1AG9,A,BTB,"2-[BIS-(2-HYDROXY-ETHYL)-AMINO]-2-HYDROXYMETHYL-PROPANE-1,3-DIOL",C(CO)N(CCO)C(CO)(CO)CO
6,1AG9,1AG9,B,FMN,FLAVIN MONONUCLEOTIDE,Cc1cc2c(cc1C)N(C3=NC(=O)NC(=O)C3=N2)C[C@@H]([C@@H]([C@@H](COP(=O)(O)O)O)O)O
7,1AG9,1AG9,B,,SODIUM ION,[Na+]
8,1AG9,1AG9,A,CA,CALCIUM ION,[Ca+2]
9,1AG9,1AG9,A,CL,CHLORIDE ION,[Cl-]
10,1AHN,1AHN,A,FMN,FLAVIN MONONUCLEOTIDE,Cc1cc2c(cc1C)N(C3=NC(=O)NC(=O)C3=N2)C[C@@H]([C@@H]([C@@H](COP(=O)(O)O)O)O)O
11,1AHN,1AHN,A,CA,CALCIUM ION,[Ca+2]
12,1AKQ,1AKQ,A,FMN,FLAVIN MONONUCLEOTIDE,Cc1cc2c(cc1C)N(C3=NC(=O)NC(=O)C3=N2)C[C@@H]([C@@H]([C@@H](COP(=O)(O)O)O)O)O
13,1AKR,1AKR,A,FMN,FLAVIN MONONUCLEOTIDE,Cc1cc2c(cc1C)N(C3=NC(=O)NC(=O)C3=N2)C[C@@H]([C@@H]([C@@H](COP(=O)(O)O)O)O)O
14,1AKT,1AKT,A,FMN,FLAVIN MONONUCLEOTIDE,Cc1cc2c(cc1C)N(C3=NC(=O)NC(=O)C3=N2)C[C@@H]([C@@H]([C@@H](COP(=O)(O)O)O)O)O
15,1AKU,1AKU,A,FMN,FLAVIN MONONUCLEOTIDE,Cc1cc2c(cc1C)N(C3=NC(=O)NC(=O)C3=N2)C[C@@H]([C@@H]([C@@H](COP(=O)(O)O)O)O)O
16,1AKU,1AKU,A,SO4,SULFATE ION,[O-]S(=O)(=O)[O-]
17,1AKV,1AKV,A,FMN,FLAVIN MONONUCLEOTIDE,Cc1cc2c(cc1C)N(C3=NC(=O)NC(=O)C3=N2)C[C@@H]([C@@H]([C@@H](COP(=O)(O)O)O)O)O
18,1AKV,1AKV,A,SO4,SULFATE ION,[O-]S(=O)(=O)[O-]
19,1AKW,1AKW,A,FMN,FLAVIN MONONUCLEOTIDE,Cc1cc2c(cc1C)N(C3=NC(=O)NC(=O)C3=N2)C[C@@H]([C@@H]([C@@H](COP(=O)(O)O)O)O)O
20,1AL7,1AL7,A,FMN,FLAVIN MONONUCLEOTIDE,Cc1cc2c(cc1C)N(C3=NC(=O)NC(=O)C3=N2)C[C@@H]([C@@H]([C@@H](COP(=O)(O)O)O)O)O
21,1AL7,1AL7,A,HST,"4-CARBOXY-5-(1-PENTYL)HEXYLSULFANYL-1,2,3-TRIAZOLE",CCCCCC(CCCCC)Sc1c(nn[nH]1)C(=O)O
22,1AL8,1AL8,A,DHP,"3-DECYL-2,5-DIOXO-4-HYDROXY-3-PYRROLINE",CCCCCCCCCCC1=C(C(=O)NC1=O)O
23,1AL8,1AL8,A,FMN,FLAVIN MONONUCLEOTIDE,Cc1cc2c(cc1C)N(C3=NC(=O)NC(=O)C3=N2)C[C@@H]([C@@H]([C@@H](COP(=O)(O)O)O)O)O
24,1AMO,1AMO,B,FAD,FLAVIN-ADENINE DINUCLEOTIDE,Cc1cc2c(cc1C)N(C3=NC(=O)NC(=O)C3=N2)C[C@@H]([C@@H]([C@@H](CO[P@@](=O)(O)O[P@](=O)(O)OC[C@@H]4[C@H]([C@H]([C@@H](O4)n5cnc6c5ncnc6N)O)O)O)O)O
25,1AMO,1AMO,B,FMN,FLAVIN MONONUCLEOTIDE,Cc1cc2c(cc1C)N(C3=NC(=O)NC(=O)C3=N2)C[C@@H]([C@@H]([C@@H](COP(=O)(O)O)O)O)O
26,1AMO,1AMO,B,NAP,NADP NICOTINAMIDE-ADENINE-DINUCLEOTIDE PHOSPHATE,c1cc(c[n+](c1)[C@H]2[C@@H]([C@@H]([C@H](O2)CO[P@@](=O)([O-])O[P@](=O)(O)OC[C@@H]3[C@H]([C@H]([C@@H](O3)n4cnc5c4ncnc5N)OP(=O)(O)O)O)O)O)C(=O)N
27,1AMO,1AMO,A,FAD,FLAVIN-ADENINE DINUCLEOTIDE,Cc1cc2c(cc1C)N(C3=NC(=O)NC(=O)C3=N2)C[C@@H]([C@@H]([C@@H](CO[P@@](=O)(O)O[P@](=O)(O)OC[C@@H]4[C@H]([C@H]([C@@H](O4)n5cnc6c5ncnc6N)O)O)O)O)O
28,1AMO,1AMO,A,FMN,FLAVIN MONONUCLEOTIDE,Cc1cc2c(cc1C)N(C3=NC(=O)NC(=O)C3=N2)C[C@@H]([C@@H]([C@@H](COP(=O)(O)O)O)O)O
29,1AMO,1AMO,A,NAP,NADP NICOTINAMIDE-ADENINE-DINUCLEOTIDE PHOSPHATE,c1cc(c[n+](c1)[C@H]2[C@@H]([C@@H]([C@H](O2)CO[P@@](=O)([O-])O[P@](=O)(O)OC[C@@H]3[C@H]([C@H]([C@@H](O3)n4cnc5c4ncnc5N)OP(=O)(O)O)O)O)O)C(=O)N
30,1AXJ,1AXJ,A,FMN,FLAVIN MONONUCLEOTIDE,Cc1cc2c(cc1C)N(C3=NC(=O)NC(=O)C3=N2)C[C@@H]([C@@H]([C@@H](COP(=O)(O)O)O)O)O
31,1AZL,1AZL,A,FMN,FLAVIN MONONUCLEOTIDE,Cc1cc2c(cc1C)N(C3=NC(=O)NC(=O)C3=N2)C[C@@H]([C@@H]([C@@H](COP(=O)(O)O)O)O)O
32,1B1C,1B1C,A,CA,CALCIUM ION,[Ca+2]
33,1B1C,1B1C,A,FMN,FLAVIN MONONUCLEOTIDE,Cc1cc2c(cc1C)N(C3=NC(=O)NC(=O)C3=N2)C[C@@H]([C@@H]([C@@H](COP(=O)(O)O)O)O)O
34,1BKJ,1BKJ,A,PO4,PHOSPHATE ION,[O-]P(=O)([O-])[O-]
35,1BKJ,1BKJ,B,FMN,FLAVIN MONONUCLEOTIDE,Cc1cc2c(cc1C)N(C3=NC(=O)NC(=O)C3=N2)C[C@@H]([C@@H]([C@@H](COP(=O)(O)O)O)O)O
36,1BKJ,1BKJ,B,PO4,PHOSPHATE ION,[O-]P(=O)([O-])[O-]
37,1BKJ,1BKJ,A,FMN,FLAVIN MONONUCLEOTIDE,Cc1cc2c(cc1C)N(C3=NC(=O)NC(=O)C3=N2)C[C@@H]([C@@H]([C@@H](COP(=O)(O)O)O)O)O
38,1BVY,1BVY,A,EDO,"1,2-ETHANEDIOL",C(CO)O
39,1BVY,1BVY,A,HEM,PROTOPORPHYRIN IX CONTAINING FE,Cc1c2n3c(c1CCC(=O)O)C=C4C(=C(C5=[N]4[Fe]36[N]7=C(C=C8N6C(=C5)C(=C8C)C=C)C(=C(C7=C2)C)C=C)C)CCC(=O)O
40,1BVY,1BVY,B,EDO,"1,2-ETHANEDIOL",C(CO)O
41,1BVY,1BVY,B,HEM,PROTOPORPHYRIN IX CONTAINING FE,Cc1c2n3c(c1CCC(=O)O)C=C4C(=C(C5=[N]4[Fe]36[N]7=C(C=C8N6C(=C5)C(=C8C)C=C)C(=C(C7=C2)C)C=C)C)CCC(=O)O
42,1BVY,1BVY,F,FMN,FLAVIN MONONUCLEOTIDE,Cc1cc2c(cc1C)N(C3=NC(=O)NC(=O)C3=N2)C[C@@H]([C@@H]([C@@H](COP(=O)(O)O)O)O)O
43,1BWK,1BWK,A,FMN,FLAVIN MONONUCLEOTIDE,Cc1cc2c(cc1C)N(C3=NC(=O)NC(=O)C3=N2)C[C@@H]([C@@H]([C@@H](COP(=O)(O)O)O)O)O
44,1BWL,1BWL,A,FMN,FLAVIN MONONUCLEOTIDE,Cc1cc2c(cc1C)N(C3=NC(=O)NC(=O)C3=N2)C[C@@H]([C@@H]([C@@H](COP(=O)(O)O)O)O)O
45,1C7E,1C7E,A,FMN,FLAVIN MONONUCLEOTIDE,Cc1cc2c(cc1C)N(C3=NC(=O)NC(=O)C3=N2)C[C@@H]([C@@H]([C@@H](COP(=O)(O)O)O)O)O
46,1C7E,1C7E,B,FMN,FLAVIN MONONUCLEOTIDE,Cc1cc2c(cc1C)N(C3=NC(=O)NC(=O)C3=N2)C[C@@H]([C@@H]([C@@H](COP(=O)(O)O)O)O)O
47,1C7F,1C7F,A,FMN,FLAVIN MONONUCLEOTIDE,Cc1cc2c(cc1C)N(C3=NC(=O)NC(=O)C3=N2)C[C@@H]([C@@H]([C@@H](COP(=O)(O)O)O)O)O
48,1C7F,1C7F,B,FMN,FLAVIN MONONUCLEOTIDE,Cc1cc2c(cc1C)N(C3=NC(=O)NC(=O)C3=N2)C[C@@H]([C@@H]([C@@H](COP(=O)(O)O)O)O)O
49,1CI0,1CI0,A,FMN,FLAVIN MONONUCLEOTIDE,Cc1cc2c(cc1C)N(C3=NC(=O)NC(=O)C3=N2)C[C@@H]([C@@H]([C@@H](COP(=O)(O)O)O)O)O
50,1CI0,1CI0,B,FMN,FLAVIN MONONUCLEOTIDE,Cc1cc2c(cc1C)N(C3=NC(=O)NC(=O)C3=N2)C[C@@H]([C@@H]([C@@H](COP(=O)(O)O)O)O)O
51,1CZH,1CZH,A,FMN,FLAVIN MONONUCLEOTIDE,Cc1cc2c(cc1C)N(C3=NC(=O)NC(=O)C3=N2)C[C@@H]([C@@H]([C@@H](COP(=O)(O)O)O)O)O
52,1CZH,1CZH,A,GOL,GLYCEROL,C(C(CO)O)O
53,1CZH,1CZH,A,SO4,SULFATE ION,[O-]S(=O)(=O)[O-]
54,1CZK,1CZK,A,FMN,FLAVIN MONONUCLEOTIDE,Cc1cc2c(cc1C)N(C3=NC(=O)NC(=O)C3=N2)C[C@@H]([C@@H]([C@@H](COP(=O)(O)O)O)O)O
55,1CZL,1CZL,A,FMN,FLAVIN MONONUCLEOTIDE,Cc1cc2c(cc1C)N(C3=NC(=O)NC(=O)C3=N2)C[C@@H]([C@@H]([C@@H](COP(=O)(O)O)O)O)O
56,1CZN,1CZN,A,FMN,FLAVIN MONONUCLEOTIDE,Cc1cc2c(cc1C)N(C3=NC(=O)NC(=O)C3=N2)C[C@@H]([C@@H]([C@@H](COP(=O)(O)O)O)O)O
57,1CZO,1CZO,A,FMN,FLAVIN MONONUCLEOTIDE,Cc1cc2c(cc1C)N(C3=NC(=O)NC(=O)C3=N2)C[C@@H]([C@@H]([C@@H](COP(=O)(O)O)O)O)O
58,1CZO,1CZO,A,SO4,SULFATE ION,[O-]S(=O)(=O)[O-]
59,1CZR,1CZR,A,FMN,FLAVIN MONONUCLEOTIDE,Cc1cc2c(cc1C)N(C3=NC(=O)NC(=O)C3=N2)C[C@@H]([C@@H]([C@@H](COP(=O)(O)O)O)O)O
60,1CZU,1CZU,A,FMN,FLAVIN MONONUCLEOTIDE,Cc1cc2c(cc1C)N(C3=NC(=O)NC(=O)C3=N2)C[C@@H]([C@@H]([C@@H](COP(=O)(O)O)O)O)O
61,1D03,1D03,A,FMN,FLAVIN MONONUCLEOTIDE,Cc1cc2c(cc1C)N(C3=NC(=O)NC(=O)C3=N2)C[C@@H]([C@@H]([C@@H](COP(=O)(O)O)O)O)O
62,1D04,1D04,A,FMN,FLAVIN MONONUCLEOTIDE,Cc1cc2c(cc1C)N(C3=NC(=O)NC(=O)C3=N2)C[C@@H]([C@@H]([C@@H](COP(=O)(O)O)O)O)O
63,1D3G,1D3G,A,ORO,OROTIC ACID,C1=C(NC(=O)NC1=O)C(=O)O
64,1D3G,1D3G,A,SO4,SULFATE ION,[O-]S(=O)(=O)[O-]
65,1D3G,1D3G,A,ACT,ACETATE ION,CC(=O)[O-]
66,1D3G,1D3G,A,BRE,2-BIPHENYL-4-YL-6-FLUORO-3-METHYL-QUINOLINE-4-CARBOXYLIC ACID,Cc1c(c2cc(ccc2nc1c3ccc(cc3)c4ccccc4)F)C(=O)O
67,1D3G,1D3G,A,DDQ,"DECYLAMINE-N,N-DIMETHYL-N-OXIDE",CCCCCCCCCC[N+](C)(C)[O-]
68,1D3G,1D3G,A,FMN,FLAVIN MONONUCLEOTIDE,Cc1cc2c(cc1C)N(C3=NC(=O)NC(=O)C3=N2)C[C@@H]([C@@H]([C@@H](COP(=O)(O)O)O)O)O
69,1D3H,1D3H,A,A26,(2Z)-2-CYANO-3-HYDROXY-N-[4-(TRIFLUOROMETHYL)PHENYL]BUT-2-ENAMIDE,C/C(=C(\C#N)/C(=O)Nc1ccc(cc1)C(F)(F)F)/O
70,1D3H,1D3H,A,ACT,ACETATE ION,CC(=O)[O-]
71,1D3H,1D3H,A,FMN,FLAVIN MONONUCLEOTIDE,Cc1cc2c(cc1C)N(C3=NC(=O)NC(=O)C3=N2)C[C@@H]([C@@H]([C@@H](COP(=O)(O)O)O)O)O
72,1D3H,1D3H,A,ORO,OROTIC ACID,C1=C(NC(=O)NC1=O)C(=O)O
73,1D3H,1D3H,A,SO4,SULFATE ION,[O-]S(=O)(=O)[O-]
74,1DJN,1DJN,A,FMN,FLAVIN MONONUCLEOTIDE,Cc1cc2c(cc1C)N(C3=NC(=O)NC(=O)C3=N2)C[C@@H]([C@@H]([C@@H](COP(=O)(O)O)O)O)O
75,1DJN,1DJN,A,SF4,IRON/SULFUR CLUSTER,[S]12[Fe]3[S]4[Fe]1[S]5[Fe]2[S]3[Fe]45
76,1DJN,1DJN,B,ADP,ADENOSINE-5'-DIPHOSPHATE,c1nc(c2c(n1)n(cn2)[C@H]3[C@@H]([C@@H]([C@H](O3)CO[P@](=O)(O)OP(=O)(O)O)O)O)N
77,1DJN,1DJN,B,FMN,FLAVIN MONONUCLEOTIDE,Cc1cc2c(cc1C)N(C3=NC(=O)NC(=O)C3=N2)C[C@@H]([C@@H]([C@@H](COP(=O)(O)O)O)O)O
78,1DJN,1DJN,B,SF4,IRON/SULFUR CLUSTER,[S]12[Fe]3[S]4[Fe]1[S]5[Fe]2[S]3[Fe]45
79,1DJN,1DJN,A,ADP,ADENOSINE-5'-DIPHOSPHATE,c1nc(c2c(n1)n(cn2)[C@H]3[C@@H]([C@@H]([C@H](O3)CO[P@](=O)(O)OP(=O)(O)O)O)O)N
80,1DJQ,1DJQ,B,ADP,ADENOSINE-5'-DIPHOSPHATE,c1nc(c2c(n1)n(cn2)[C@H]3[C@@H]([C@@H]([C@H](O3)CO[P@](=O)(O)OP(=O)(O)O)O)O)N
81,1DJQ,1DJQ,B,FMN,FLAVIN MONONUCLEOTIDE,Cc1cc2c(cc1C)N(C3=NC(=O)NC(=O)C3=N2)C[C@@H]([C@@H]([C@@H](COP(=O)(O)O)O)O)O
82,1DJQ,1DJQ,B,SF4,IRON/SULFUR CLUSTER,[S]12[Fe]3[S]4[Fe]1[S]5[Fe]2[S]3[Fe]45
83,1DJQ,1DJQ,A,ADP,ADENOSINE-5'-DIPHOSPHATE,c1nc(c2c(n1)n(cn2)[C@H]3[C@@H]([C@@H]([C@H](O3)CO[P@](=O)(O)OP(=O)(O)O)O)O)N
84,1DJQ,1DJQ,A,FMN,FLAVIN MONONUCLEOTIDE,Cc1cc2c(cc1C)N(C3=NC(=O)NC(=O)C3=N2)C[C@@H]([C@@H]([C@@H](COP(=O)(O)O)O)O)O
85,1DJQ,1DJQ,A,SF4,IRON/SULFUR CLUSTER,[S]12[Fe]3[S]4[Fe]1[S]5[Fe]2[S]3[Fe]45
86,1DNL,1DNL,A,FMN,FLAVIN MONONUCLEOTIDE,Cc1cc2c(cc1C)N(C3=NC(=O)NC(=O)C3=N2)C[C@@H]([C@@H]([C@@H](COP(=O)(O)O)O)O)O
87,1DNL,1DNL,A,MSE,SELENOMETHIONINE,C[Se]CC[C@@H](C(=O)O)N
88,1DNL,1DNL,A,PO4,PHOSPHATE ION,[O-]P(=O)([O-])[O-]
89,1DOR,1DOR,A,FMN,FLAVIN MONONUCLEOTIDE,Cc1cc2c(cc1C)N(C3=NC(=O)NC(=O)C3=N2)C[C@@H]([C@@H]([C@@H](COP(=O)(O)O)O)O)O
90,1DOR,1DOR,B,FMN,FLAVIN MONONUCLEOTIDE,Cc1cc2c(cc1C)N(C3=NC(=O)NC(=O)C3=N2)C[C@@H]([C@@H]([C@@H](COP(=O)(O)O)O)O)O
91,1DS7,1DS7,A,FMN,FLAVIN MONONUCLEOTIDE,Cc1cc2c(cc1C)N(C3=NC(=O)NC(=O)C3=N2)C[C@@H]([C@@H]([C@@H](COP(=O)(O)O)O)O)O
92,1DS7,1DS7,B,FMN,FLAVIN MONONUCLEOTIDE,Cc1cc2c(cc1C)N(C3=NC(=O)NC(=O)C3=N2)C[C@@H]([C@@H]([C@@H](COP(=O)(O)O)O)O)O
93,1E20,1E20,A,,,
94,1E5D,1E5D,B,OXY,OXYGEN MOLECULE,O=O
95,1E5D,1E5D,A,FEO,MU-OXO-DIIRON,O([Fe])[Fe]
96,1E5D,1E5D,A,FMN,FLAVIN MONONUCLEOTIDE,Cc1cc2c(cc1C)N(C3=NC(=O)NC(=O)C3=N2)C[C@@H]([C@@H]([C@@H](COP(=O)(O)O)O)O)O
97,1E5D,1E5D,A,OXY,OXYGEN MOLECULE,O=O
98,1E5D,1E5D,B,FEO,MU-OXO-DIIRON,O([Fe])[Fe]
99,1E5D,1E5D,B,FMN,FLAVIN MONONUCLEOTIDE,Cc1cc2c(cc1C)N(C3=NC(=O)NC(=O)C3=N2)C[C@@H]([C@@H]([C@@H](COP(=O)(O)O)O)O)O
100,1EA0,1EA0,B,OMT,S-DIOXYMETHIONINE,CS(=O)(=O)CC[C@@H](C(=O)O)N
101,1EA0,1EA0,A,AKG,2-OXOGLUTARIC ACID,C(CC(=O)O)C(=O)C(=O)O
102,1EA0,1EA0,A,F3S,FE3-S4 CLUSTER,S1[Fe]2S[Fe]3[S]2[Fe]1S3
103,1EA0,1EA0,A,FMN,FLAVIN MONONUCLEOTIDE,Cc1cc2c(cc1C)N(C3=NC(=O)NC(=O)C3=N2)C[C@@H]([C@@H]([C@@H](COP(=O)(O)O)O)O)O
104,1EA0,1EA0,A,OMT,S-DIOXYMETHIONINE,CS(=O)(=O)CC[C@@H](C(=O)O)N
105,1EA0,1EA0,B,AKG,2-OXOGLUTARIC ACID,C(CC(=O)O)C(=O)C(=O)O
106,1EA0,1EA0,B,F3S,FE3-S4 CLUSTER,S1[Fe]2S[Fe]3[S]2[Fe]1S3
107,1EA0,1EA0,B,FMN,FLAVIN MONONUCLEOTIDE,Cc1cc2c(cc1C)N(C3=NC(=O)NC(=O)C3=N2)C[C@@H]([C@@H]([C@@H](COP(=O)(O)O)O)O)O
108,1EJE,1EJE,A,FMN,FLAVIN MONONUCLEOTIDE,Cc1cc2c(cc1C)N(C3=NC(=O)NC(=O)C3=N2)C[C@@H]([C@@H]([C@@H](COP(=O)(O)O)O)O)O
109,1EJE,1EJE,A,NI,NICKEL (II) ION,[Ni+2]
110,1EJE,1EJE,A,SO4,SULFATE ION,[O-]S(=O)(=O)[O-]
111,1EP1,1EP1,A,FMN,FLAVIN MONONUCLEOTIDE,Cc1cc2c(cc1C)N(C3=NC(=O)NC(=O)C3=N2)C[C@@H]([C@@H]([C@@H](COP(=O)(O)O)O)O)O
112,1EP1,1EP1,B,FAD,FLAVIN-ADENINE DINUCLEOTIDE,Cc1cc2c(cc1C)N(C3=NC(=O)NC(=O)C3=N2)C[C@@H]([C@@H]([C@@H](CO[P@@](=O)(O)O[P@](=O)(O)OC[C@@H]4[C@H]([C@H]([C@@H](O4)n5cnc6c5ncnc6N)O)O)O)O)O
113,1EP1,1EP1,B,FES,FE2/S2 (INORGANIC) CLUSTER,S1[Fe]S[Fe]1
114,1EP2,1EP2,A,ORO,OROTIC ACID,C1=C(NC(=O)NC1=O)C(=O)O
115,1EP2,1EP2,B,FAD,FLAVIN-ADENINE DINUCLEOTIDE,Cc1cc2c(cc1C)N(C3=NC(=O)NC(=O)C3=N2)C[C@@H]([C@@H]([C@@H](CO[P@@](=O)(O)O[P@](=O)(O)OC[C@@H]4[C@H]([C@H]([C@@H](O4)n5cnc6c5ncnc6N)O)O)O)O)O
116,1EP2,1EP2,B,FES,FE2/S2 (INORGANIC) CLUSTER,S1[Fe]S[Fe]1
117,1EP2,1EP2,A,FMN,FLAVIN MONONUCLEOTIDE,Cc1cc2c(cc1C)N(C3=NC(=O)NC(=O)C3=N2)C[C@@H]([C@@H]([C@@H](COP(=O)(O)O)O)O)O
118,1EP3,1EP3,A,FMN,FLAVIN MONONUCLEOTIDE,Cc1cc2c(cc1C)N(C3=NC(=O)NC(=O)C3=N2)C[C@@H]([C@@H]([C@@H](COP(=O)(O)O)O)O)O
119,1EP3,1EP3,B,FAD,FLAVIN-ADENINE DINUCLEOTIDE,Cc1cc2c(cc1C)N(C3=NC(=O)NC(=O)C3=N2)C[C@@H]([C@@H]([C@@H](CO[P@@](=O)(O)O[P@](=O)(O)OC[C@@H]4[C@H]([C@H]([C@@H](O4)n5cnc6c5ncnc6N)O)O)O)O)O
120,1EP3,1EP3,B,FES,FE2/S2 (INORGANIC) CLUSTER,S1[Fe]S[Fe]1
121,1F4P,1F4P,A,FMN,FLAVIN MONONUCLEOTIDE,Cc1cc2c(cc1C)N(C3=NC(=O)NC(=O)C3=N2)C[C@@H]([C@@H]([C@@H](COP(=O)(O)O)O)O)O
122,1F5V,1F5V,B,FMN,FLAVIN MONONUCLEOTIDE,Cc1cc2c(cc1C)N(C3=NC(=O)NC(=O)C3=N2)C[C@@H]([C@@H]([C@@H](COP(=O)(O)O)O)O)O
123,1F5V,1F5V,A,FMN,FLAVIN MONONUCLEOTIDE,Cc1cc2c(cc1C)N(C3=NC(=O)NC(=O)C3=N2)C[C@@H]([C@@H]([C@@H](COP(=O)(O)O)O)O)O
124,1F76,1F76,D,FMT,FORMIC ACID,C(=O)O
125,1F76,1F76,D,MSE,SELENOMETHIONINE,C[Se]CC[C@@H](C(=O)O)N
126,1F76,1F76,A,FMN,FLAVIN MONONUCLEOTIDE,Cc1cc2c(cc1C)N(C3=NC(=O)NC(=O)C3=N2)C[C@@H]([C@@H]([C@@H](COP(=O)(O)O)O)O)O
127,1F76,1F76,D,ORO,OROTIC ACID,C1=C(NC(=O)NC1=O)C(=O)O
128,1F76,1F76,A,MSE,SELENOMETHIONINE,C[Se]CC[C@@H](C(=O)O)N
129,1F76,1F76,A,ORO,OROTIC ACID,C1=C(NC(=O)NC1=O)C(=O)O
130,1F76,1F76,E,FMN,FLAVIN MONONUCLEOTIDE,Cc1cc2c(cc1C)N(C3=NC(=O)NC(=O)C3=N2)C[C@@H]([C@@H]([C@@H](COP(=O)(O)O)O)O)O
131,1F76,1F76,B,FMN,FLAVIN MONONUCLEOTIDE,Cc1cc2c(cc1C)N(C3=NC(=O)NC(=O)C3=N2)C[C@@H]([C@@H]([C@@H](COP(=O)(O)O)O)O)O
132,1F76,1F76,E,FMT,FORMIC ACID,C(=O)O
133,1F76,1F76,E,MSE,SELENOMETHIONINE,C[Se]CC[C@@H](C(=O)O)N
134,1F76,1F76,B,FMT,FORMIC ACID,C(=O)O
135,1F76,1F76,B,MSE,SELENOMETHIONINE,C[Se]CC[C@@H](C(=O)O)N
136,1F76,1F76,D,FMN,FLAVIN MONONUCLEOTIDE,Cc1cc2c(cc1C)N(C3=NC(=O)NC(=O)C3=N2)C[C@@H]([C@@H]([C@@H](COP(=O)(O)O)O)O)O
137,1FCB,1FCB,B,FMN,FLAVIN MONONUCLEOTIDE,Cc1cc2c(cc1C)N(C3=NC(=O)NC(=O)C3=N2)C[C@@H]([C@@H]([C@@H](COP(=O)(O)O)O)O)O
138,1FCB,1FCB,B,PYR,PYRUVIC ACID,CC(=O)C(=O)O
139,1FCB,1FCB,A,FMN,FLAVIN MONONUCLEOTIDE,Cc1cc2c(cc1C)N(C3=NC(=O)NC(=O)C3=N2)C[C@@H]([C@@H]([C@@H](COP(=O)(O)O)O)O)O
140,1FCB,1FCB,A,HEM,PROTOPORPHYRIN IX CONTAINING FE,Cc1c2n3c(c1CCC(=O)O)C=C4C(=C(C5=[N]4[Fe]36[N]7=C(C=C8N6C(=C5)C(=C8C)C=C)C(=C(C7=C2)C)C=C)C)CCC(=O)O
141,1FLA,1FLA,A,FMN,FLAVIN MONONUCLEOTIDE,Cc1cc2c(cc1C)N(C3=NC(=O)NC(=O)C3=N2)C[C@@H]([C@@H]([C@@H](COP(=O)(O)O)O)O)O
142,1FLD,1FLD,A,FMN,FLAVIN MONONUCLEOTIDE,Cc1cc2c(cc1C)N(C3=NC(=O)NC(=O)C3=N2)C[C@@H]([C@@H]([C@@H](COP(=O)(O)O)O)O)O
143,1FLM,1FLM,A,FMN,FLAVIN MONONUCLEOTIDE,Cc1cc2c(cc1C)N(C3=NC(=O)NC(=O)C3=N2)C[C@@H]([C@@H]([C@@H](COP(=O)(O)O)O)O)O
144,1FLM,1FLM,B,FMN,FLAVIN MONONUCLEOTIDE,Cc1cc2c(cc1C)N(C3=NC(=O)NC(=O)C3=N2)C[C@@H]([C@@H]([C@@H](COP(=O)(O)O)O)O)O
145,1FLN,1FLN,A,FMN,FLAVIN MONONUCLEOTIDE,Cc1cc2c(cc1C)N(C3=NC(=O)NC(=O)C3=N2)C[C@@H]([C@@H]([C@@H](COP(=O)(O)O)O)O)O
146,1FLV,1FLV,A,FMN,FLAVIN MONONUCLEOTIDE,Cc1cc2c(cc1C)N(C3=NC(=O)NC(=O)C3=N2)C[C@@H]([C@@H]([C@@H](COP(=O)(O)O)O)O)O
147,1FMN,1FMN,A,FMN,FLAVIN MONONUCLEOTIDE,Cc1cc2c(cc1C)N(C3=NC(=O)NC(=O)C3=N2)C[C@@H]([C@@H]([C@@H](COP(=O)(O)O)O)O)O
148,1FUE,1FUE,A,FMN,FLAVIN MONONUCLEOTIDE,Cc1cc2c(cc1C)N(C3=NC(=O)NC(=O)C3=N2)C[C@@H]([C@@H]([C@@H](COP(=O)(O)O)O)O)O
149,1FVX,1FVX,A,FMN,FLAVIN MONONUCLEOTIDE,Cc1cc2c(cc1C)N(C3=NC(=O)NC(=O)C3=N2)C[C@@H]([C@@H]([C@@H](COP(=O)(O)O)O)O)O
150,1FX1,1FX1,A,FMN,FLAVIN MONONUCLEOTIDE,Cc1cc2c(cc1C)N(C3=NC(=O)NC(=O)C3=N2)C[C@@H]([C@@H]([C@@H](COP(=O)(O)O)O)O)O
151,1G28,1G28,A,FMN,FLAVIN MONONUCLEOTIDE,Cc1cc2c(cc1C)N(C3=NC(=O)NC(=O)C3=N2)C[C@@H]([C@@H]([C@@H](COP(=O)(O)O)O)O)O
152,1G28,1G28,B,FMN,FLAVIN MONONUCLEOTIDE,Cc1cc2c(cc1C)N(C3=NC(=O)NC(=O)C3=N2)C[C@@H]([C@@H]([C@@H](COP(=O)(O)O)O)O)O
153,1G28,1G28,C,FMN,FLAVIN MONONUCLEOTIDE,Cc1cc2c(cc1C)N(C3=NC(=O)NC(=O)C3=N2)C[C@@H]([C@@H]([C@@H](COP(=O)(O)O)O)O)O
